Customer ID,Workspaces,Start Date,Months Active,Tier,Active Users,Client Portal Uploads,Report Downloads,Dashboards Created,Reports Created,Templates Created,Budgets Pro,Dashboards Published,Connections,Billing Type,MRR
cus_Qd05Z7nFHcE9bS,1,8/9/2024,19,Tier 2,10,0,15,38,89,0,21,0,6,month,290
cus_RADcendYtIvC2Q,1,11/5/2024,16,Tier 1,8,0,253,4,51,0,0,0,1,month,149
cus_RwXLp54sPpHjic,1,3/14/2025,12,Tier 2,7,0,7,45,39,2,5,7,5,year,203
cus_QrYxrQrnQ6vFvH,1,9/17/2024,18,Tier 2,23,0,0,49,34,3,1,5,5,month,290
cus_Q1OR85Esd1PkzQ,1,4/30/2024,23,Tier 4,55,0,434,211,302,26,16,0,56,year,744.8
cus_TKyIp4GHUeHqqp,1,10/31/2025,5,Tier 1,7,0,7,16,22,2,0,0,1,month,149
cus_SqdQiKl8f7pCxV,1,8/11/2025,7,Tier 2,9,0,6,68,43,2,3,4,7,month,290
cus_Sz5bhrXWIaRb58,1,9/3/2025,6,Tier 1,8,0,7,11,7,3,3,0,1,month,149
cus_STrMCleBae8NeF,1,6/11/2025,9,Tier 1,8,0,4,7,15,1,5,1,1,month,149
cus_SwzWxfzqL1O0PV,1,8/28/2025,7,Tier 2,16,0,82,17,26,0,29,3,3,month,447
cus_Sm8aSWwjt760Ry,1,7/30/2025,8,Tier 3,58,1,36,71,109,4,5,2,13,month,377
cus_TAFW3vYwXDV5mL,1,10/2/2025,5,Tier 2,6,0,62,40,56,12,0,0,9,month,290
cus_QaFdKIs3tnejmm,1,8/1/2024,19,Tier 3,37,0,54,92,92,2,4,11,11,month,319
cus_QhLuLVOsKzjWbL,1,8/20/2024,19,Tier 2,6,0,12,38,45,4,6,1,8,month,290
cus_OmAVjEmjQMK8Dm,1,10/7/2023,29,Tier 2,18,0,6,33,67,0,9,0,4,year,203
cus_S9DH5mNoMFjw5t,1,4/17/2025,11,Tier 2,16,2,16,9,39,4,2,3,2,month,290
cus_NWzZ17tKsm5mii,1,3/15/2023,36,Tier 2,8,0,36,37,38,0,8,0,5,month,290
cus_TcH6dKMfwaUGmb,1,12/16/2025,3,Tier 2,14,0,27,29,173,1,1,0,10,month,290
cus_Qn0s9HeiNUZLDx,1,9/4/2024,18,Tier 1,12,0,0,40,5,1,3,1,1,month,149
cus_PQKw56IcYScvpK,1,1/22/2024,26,Tier 1,10,0,1,17,6,5,1,3,1,month,149
cus_Sx3kmk6mQctSLh,7,8/28/2025,7,Tier 5,330,0,561,575,800,96,32,1,151,month,3410
cus_LAwirVl1VuA4zI,1,2/18/2022,49,Tier 2,8,0,62,29,113,1,0,0,9,month,290
cus_IwJssmeCzlMwjn,1,3/15/2021,57,Tier 1,4,1,0,39,16,0,13,4,1,month,59
cus_Pbxe0cbDsPhYrG,1,2/22/2024,25,Tier 1,11,0,36,3,14,0,1,0,1,year,129
cus_OENiaNsHt62EuM,1,7/9/2023,32,Tier 2,13,0,5,41,31,7,2,5,3,month,290
cus_Mqij5lPLlXOIDq,1,11/22/2022,40,Tier 3,18,1,199,159,246,6,0,0,21,month,550
cus_ODMknKfmLw2rtB,2,7/6/2023,32,Tier 3,9,0,52,88,102,10,91,4,21,month,551
cus_Td9kkKdLoGpOM7,1,12/19/2025,3,Tier 2,15,0,45,40,80,1,4,0,10,month,290
cus_SgEB8b3HEHn3yz,1,7/14/2025,8,Tier 2,8,0,51,16,42,6,1,1,4,month,290
cus_RDAH5lwwKsJSEC,1,11/13/2024,16,Tier 3,12,0,327,47,139,17,25,0,12,month,348
cus_SUFF6lkMiBT20a,1,6/12/2025,9,Tier 2,16,0,111,20,39,1,0,2,4,month,290
cus_QRHKukrrb5lRWA,1,7/8/2024,20,Tier 2,12,0,47,23,27,2,2,0,2,month,290
cus_R4xfAvqW72bNAC,1,10/22/2024,17,Tier 2,12,0,101,26,44,6,0,3,4,month,290
cus_NUnXeIvmqRedML,1,3/9/2023,36,Tier 3,8,0,220,161,332,16,0,0,25,year,385
cus_PbfbqQ0AMJGkF1,1,2/22/2024,25,Tier 4,103,0,920,310,314,12,0,0,75,month,1425
cus_SdUs60UKi5zTAq,1,7/7/2025,8,Tier 1,6,0,3,12,21,0,3,0,1,year,129
cus_RdQKMTZnCbObVf,1,1/22/2025,14,Tier 2,22,0,0,43,22,1,29,1,6,month,290
cus_PR2W9tTy7iaVRO,1,1/24/2024,20,Tier 2,4,0,6,69,82,6,0,7,5,month,290
cus_Lsn7n9Gd5AUIwr,1,6/15/2022,45,Tier 2,8,0,79,21,90,0,3,0,5,month,290
cus_RxlyrGYtAxEifO,1,3/18/2025,12,Tier 2,10,0,22,24,44,0,11,0,7,month,290
cus_S8Xqw6KQrLbsda,1,4/15/2025,11,Tier 1,10,0,34,3,16,0,2,0,1,month,290
cus_Jm1bi0EJJGIqdl,1,7/1/2021,56,Tier 2,5,0,0,80,117,20,2,0,5,month,290
cus_TI2FFuNixUBShK,1,10/23/2025,5,Tier 2,8,0,0,108,43,8,1,2,9,month,290
cus_O4KbWUTGpxrenQ,1,6/12/2023,33,Tier 3,37,0,316,65,128,8,2,0,19,year,385.7
cus_NMEJtFX4D3CJei,1,2/14/2023,37,Tier 2,7,0,7,22,43,3,10,0,7,year,203
cus_SwebkyRISXd7pP,1,8/27/2025,7,Tier 1,15,0,32,9,4,5,0,0,1,month,149
cus_MjbPFOtN17Yoxp,1,11/3/2022,40,Tier 2,7,0,0,111,45,11,2,4,8,month,290
cus_RTfxGnbPcY0ADu,1,12/27/2024,15,Tier 2,12,0,19,18,28,1,9,5,5,year,203
cus_LxyIDezEVTlUcP,1,6/29/2022,45,Tier 3,33,0,93,51,111,14,3,0,14,month,406
cus_Q1N31gtMHzjAQy,1,4/30/2024,23,Tier 3,43,0,8,100,77,3,35,13,17,month,743
cus_SoUGyDl9AP2Vje,1,8/5/2025,7,Tier 1,9,0,9,16,9,0,1,0,1,month,149
cus_QWQOCoATZmsFHQ,1,7/22/2024,20,Tier 1,0,0,0,16,65,7,17,0,1,month,149
cus_MiSWDCHghUaN6C,1,10/31/2022,41,Tier 4,47,0,562,195,411,82,0,0,58,month,1102
cus_QK5IqBLfztL44W,1,6/19/2024,21,Tier 2,17,0,28,34,26,2,0,1,5,year,203
cus_R042Jdy9he7qRG,1,10/9/2024,17,Tier 3,12,0,117,46,103,35,11,0,12,month,348
cus_TF9ean27XvNsax,1,10/16/2025,5,Tier 2,17,2,16,43,42,0,3,1,9,month,290
cus_PGXLbbZsbV03HC,1,12/27/2023,27,Tier 2,21,0,52,11,20,2,1,0,4,month,290
cus_SJJxUastOFrUTA,1,5/14/2025,9,Tier 2,6,0,14,21,46,11,9,0,5,month,290
cus_KSUeitvStvssF9,1,10/25/2021,53,Tier 1,5,0,6,18,32,1,0,0,1,year,16.66
cus_SAmYeFELEWVeBD,1,4/21/2025,11,Tier 1,3,0,8,17,18,0,5,0,1,month,149
cus_OnnGFLKRWv7VTV,1,10/11/2023,29,Tier 2,9,0,0,52,72,2,7,0,8,month,290
cus_SpfZnYYKoPAj80,1,8/9/2025,7,Tier 3,19,0,134,111,151,4,5,0,36,month,792
cus_OaqviXR9wEBEYX,1,9/7/2023,30,Tier 1,8,0,18,5,26,0,1,1,1,month,149
cus_TzWJS1nfUUgGut,1,2/16/2026,1,Tier 2,14,0,29,84,63,15,0,6,6,month,290
cus_NQINCVpHTHjQmA,1,2/25/2023,37,Tier 2,13,0,5,56,30,3,3,2,5,month,290
cus_Q75IS2RyGxcARx,1,5/15/2024,22,Tier 1,6,0,2,12,21,0,6,0,1,month,290
cus_Sj9dhBgOlov6eR,1,7/22/2025,8,Tier 3,61,3,7,143,124,9,1,5,30,month,638
cus_QPgdK59C92YjFa,1,7/4/2024,20,Tier 1,5,0,0,32,7,5,2,3,1,year,385
cus_TohQ8BTXsgonBa,1,1/18/2026,2,Tier 2,23,0,23,30,36,2,14,1,6,month,290
cus_SuQTvbSnQu2QjA,1,8/21/2025,7,Tier 2,24,0,45,7,23,2,6,0,2,month,540
cus_KjhnWV6gvzMyvY,1,12/8/2021,51,Tier 2,6,0,21,31,63,4,2,0,9,month,290
cus_PWcW957uCJxaZq,1,2/8/2024,25,Tier 1,7,0,7,11,11,0,0,0,1,month,149
cus_LFUoWRel9PttKq,3,3/2/2022,48,Tier 2,40,0,0,70,16,1,1,3,4,month,290
cus_OvAVm2l4Zd8Qgy,1,10/31/2023,29,Tier 2,8,0,18,18,33,2,29,2,2,month,298
cus_R9mIoDGhqqMSFc,1,11/4/2024,16,Tier 2,14,0,122,27,45,0,0,0,8,month,290
cus_TRVZ9ILQ1ZEA1g,1,11/18/2025,4,Tier 1,9,0,11,13,9,0,1,1,1,month,149
cus_S12JqaNWfQbooF,1,3/26/2025,12,Tier 1,6,0,16,8,9,0,6,0,1,month,149
cus_STvFdu1X1EUZGs,1,6/11/2025,9,Tier 2,14,0,21,24,26,0,13,0,5,month,290
cus_RquexgMWhfUoTw,1,2/27/2025,13,Tier 1,6,0,5,5,18,0,6,0,1,month,149
cus_Sz0CqQme5nhdOP,1,9/2/2025,6,Tier 3,14,0,40,152,166,0,13,4,27,month,783
cus_SDh8WhOtLyf7sW,1,4/29/2025,11,Tier 1,18,0,0,14,3,0,3,7,1,month,149
cus_TF4FBksvKJUu4y,1,10/15/2025,5,Tier 2,11,0,332,11,39,6,0,0,3,month,290
cus_Pb0v7F0a1OmmnE,1,2/20/2024,25,Tier 1,7,0,15,2,11,2,1,0,1,month,149
cus_SL9rHtv7RSQnV1,1,5/19/2025,10,Tier 1,18,0,32,1,7,0,1,0,1,month,149
cus_T4KoByhlkxzIgY,1,9/17/2025,6,Tier 2,25,0,7,55,17,8,0,0,2,month,290
cus_S0aHuIg1WOSq8s,1,3/25/2025,12,Tier 1,3,0,7,16,12,14,2,0,1,year,129
cus_PQjOy4UfyVidps,1,1/23/2024,26,Tier 2,9,0,0,55,30,2,11,4,5,month,290
cus_SjFXuMYoXoRjDQ,1,7/22/2025,8,Tier 2,9,0,0,76,36,1,10,6,8,month,290
cus_Tqs8hu6Aty1beM,1,1/24/2026,2,Tier 2,8,0,6,43,49,3,9,4,9,month,290
cus_KTuUBAOfjTTDkB,1,10/26/2021,53,Tier 2,7,0,44,23,40,4,0,0,9,year,203
cus_OGJBfUL106YeP1,1,7/14/2023,32,Tier 3,16,0,71,56,90,12,7,4,12,year,243.6
cus_OQ89MGsvVy9dfY,1,8/9/2023,31,Tier 4,8,0,287,180,847,57,13,0,66,month,1254
cus_R4EhroozZuWOja,1,10/20/2024,17,Tier 1,7,0,8,3,7,0,7,0,1,month,149
cus_TFRraUevQaaR89,1,10/16/2025,5,Tier 2,12,0,15,19,28,5,8,0,4,month,290
cus_SMpSPnmiR00LTo,1,5/24/2025,10,Tier 1,7,0,13,6,10,0,8,0,1,month,149
cus_S8TKdEkvFB0qGd,1,4/15/2025,11,Tier 2,20,0,2,31,17,2,29,2,2,month,290
cus_PyMqd6dU5wj7hT,1,4/22/2024,23,Tier 1,6,0,8,11,19,0,9,0,1,year,104.3
cus_RkYhr3BNp2Nnmw,1,2/10/2025,13,Tier 4,57,0,872,314,425,13,0,2,86,month,1748
cus_RI8s9ESLFFNaAF,1,11/26/2024,16,Tier 2,8,0,6,37,63,3,4,1,3,month,290
cus_TMY2PXCLeW8jEg,1,11/4/2025,4,Tier 2,13,0,70,25,31,4,2,0,7,month,290
cus_Rxy7Pi4Qsafofq,2,3/18/2025,12,Tier 2,18,0,1,87,70,0,62,0,4,month,447
cus_MNrhPANvLmsa2H,2,9/6/2022,42,Tier 2,12,0,34,9,31,0,22,0,3,month,298
cus_SwnE5i03p2d6Xu,1,8/28/2025,7,Tier 2,26,0,101,12,60,0,0,0,4,year,203
cus_LiQmioUdbvE68D,1,5/19/2022,46,Tier 3,20,1,93,113,196,3,1,0,28,year,568.4
cus_P8oq6J2Bey0mKa,1,12/7/2023,27,Tier 3,23,0,97,73,196,5,3,0,23,year,385
cus_RUu6mcDXcv8Yib,1,12/31/2024,15,Tier 2,8,0,61,25,35,1,3,0,5,year,203
cus_Okfr24ikJYNkGq,1,10/3/2023,29,Tier 5,48,0,915,660,1150,86,47,0,118,month,2242
cus_NxvwCKSmbeC8GG,1,5/26/2023,34,Tier 2,8,0,26,27,49,1,2,1,6,month,290
cus_QREqiXYbUPxbFS,1,7/8/2024,20,Tier 1,7,0,0,13,12,2,3,0,1,month,149
cus_QVQ2wsl3vXia50,1,7/19/2024,20,Tier 3,32,0,0,157,103,5,16,4,25,month,725
cus_MQsxaFVncIXPVR,1,9/14/2022,42,Tier 2,14,0,0,62,17,6,1,19,2,month,298
cus_R1t3pkdew4rMlj,1,10/14/2024,17,Tier 2,11,0,52,21,42,2,0,0,7,year,203
cus_SZwWUb7IuX1qv3,1,6/28/2025,9,Tier 3,27,2,22,106,166,11,0,2,21,month,550
cus_Ns1d8wkVZSUb3T,1,5/10/2023,34,Tier 2,7,0,14,20,51,0,10,1,8,year,203
cus_LMRVL2sRat27Tr,1,3/21/2022,48,Tier 3,5,0,52,184,88,23,19,23,13,month,377
cus_PbV2oYluJWfY18,1,2/21/2024,25,Tier 2,2,0,3,31,81,6,10,2,8,month,290
cus_MjuAcz7dhercp9,1,11/4/2022,40,Tier 2,10,0,51,6,38,1,7,1,2,month,298
cus_ROXMz2zmP2AncH,1,12/14/2024,15,Tier 1,8,0,0,52,4,0,11,12,1,year,129
cus_NuECi34s6aGKXU,1,5/16/2023,34,Tier 1,7,0,0,43,7,1,29,0,1,month,149
cus_Hj4WKPOiBIz0rq,1,4/27/2021,59,Tier 1,1,0,0,82,112,3,1,0,1,month,50
cus_PJxX31EVL91q2M,1,1/5/2024,26,Tier 3,15,0,67,115,90,9,3,3,13,month,377
cus_RqCPcSqw6MTVPY,1,2/25/2025,13,Tier 3,29,0,41,94,70,11,2,3,15,month,435
cus_RvkciG2bLzUnK6,4,3/12/2025,12,Tier 3,18,0,213,55,79,8,10,1,17,month,290
cus_T7YeOayrI4zqaE,2,9/25/2025,6,Tier 3,33,0,50,62,72,4,9,2,14,month,377
cus_TITrSzB0z2vh3I,1,10/24/2025,5,Tier 1,6,0,22,4,13,0,11,0,1,month,149
cus_TAcH1wYEzqvfEm,2,10/3/2025,5,Tier 2,17,0,18,24,31,0,11,0,5,month,290
cus_S6yHjjeoI5Zz09,1,4/11/2025,11,Tier 3,11,0,79,59,93,21,14,0,11,month,319
cus_TmWa5MGCHmZYLi,1,1/13/2026,2,Tier 1,3,0,17,16,7,3,4,0,1,month,149
cus_O0JVV8JXyQO8Uy,1,6/1/2023,33,Tier 3,20,0,29,58,124,8,14,2,13,year,263.9
cus_SQOfTpKbRuaD7e,1,6/2/2025,9,Tier 3,20,0,10,190,248,18,0,1,21,month,550
cus_QWDpIjIfxrbkSA,1,7/22/2024,20,Tier 2,12,0,0,59,19,3,15,0,4,month,290
cus_PeXbyPboS9pELV,1,2/29/2024,25,Tier 2,15,0,25,39,50,0,0,1,9,month,290
cus_O8GtmGhTyZ4i5g,1,6/23/2023,33,Tier 3,14,0,98,72,131,12,1,19,12,month,348
cus_QOxYeT60k6GJ3s,1,7/2/2024,20,Tier 2,7,0,39,15,38,1,5,0,4,month,290
cus_T6k9gyAwuD6Vx8,1,9/23/2025,6,Tier 1,8,0,8,12,6,5,0,0,1,month,149
cus_Kx0Oa1fC083q3G,1,1/12/2022,50,Tier 2,2,0,0,62,54,6,5,12,5,month,203
cus_RFo5Ky45gtyvYB,1,11/20/2024,16,Tier 3,30,0,17,109,72,14,76,0,16,month,464
cus_RMwWJUiBBJKRRr,1,12/9/2024,15,Tier 1,11,0,31,6,4,0,1,0,1,month,149
cus_Rg0n9Blcn8cnOQ,1,1/30/2025,14,Tier 1,7,0,8,4,13,0,83,0,1,year,104.3
cus_Siws7BMd7rskMp,1,7/22/2025,8,Tier 3,18,0,38,208,130,6,3,1,11,month,319
cus_S5EAYa0lnwj6fv,1,4/7/2025,11,Tier 2,16,0,18,29,20,0,59,0,4,year,203
cus_P8mpQ214vzZvME,1,12/7/2023,25,Tier 3,8,0,103,297,359,0,2,1,38,month,950
cus_RccMuNNGp43voP,1,1/20/2025,14,Tier 2,13,0,0,55,7,6,8,1,2,month,298
cus_T1xC4Jg4mvej9e,1,9/10/2025,6,Tier 2,16,0,13,22,24,0,12,0,3,month,290
cus_RLpmvkqF2eyjWO,1,12/6/2024,15,Tier 3,11,0,21,115,181,2,17,6,12,month,348
cus_NC3P5LSnXIpuEM,1,1/18/2023,38,Tier 3,8,0,169,71,258,33,0,1,18,month,522
cus_RMT4LjvURziNzB,1,12/8/2024,15,Tier 3,12,0,10,193,154,4,131,16,15,month,435
cus_SOFNSRFKzjOSLU,1,5/27/2025,10,Tier 2,17,0,21,18,37,2,1,0,5,month,290
cus_TRmDtRnhgCxymV,1,11/18/2025,4,Tier 1,10,0,1,17,10,0,2,0,1,month,149
cus_NufVm7EAXspAh6,2,5/17/2023,19,Tier 2,18,0,46,13,29,2,0,0,2,month,290
cus_RxEdUpgnxnXbh4,1,3/16/2025,12,Tier 2,7,3,18,46,30,1,1,7,6,year,203
cus_T5I8zJA9RyTK0B,1,9/19/2025,6,Tier 1,12,0,29,3,13,0,0,0,1,month,149
cus_T6s6VN7D3Rk5Jk,1,9/23/2025,6,Tier 2,7,0,20,22,28,7,11,0,3,month,290
cus_RYUlRpztINeJ1P,1,1/9/2025,14,Tier 4,74,0,607,253,385,11,0,0,60,year,1190
cus_TDALpEPtYX3JYB,1,10/10/2025,5,Tier 2,7,0,0,51,37,7,4,2,10,year,203
cus_R4biuONqOq8NdX,1,11/20/2024,16,Tier 2,9,1,0,40,27,5,15,0,7,month,290
cus_MfpKyzP5rxu8Uh,1,10/24/2022,41,Tier 4,85,6,455,141,280,21,2,1,51,year,785.4
cus_Qvc8FOTP7r3J8G,1,9/27/2024,18,Tier 3,7,0,117,138,267,9,1,0,24,year,385
cus_S8AUBRXT8X0D78,1,4/14/2025,11,Tier 1,6,0,4,8,28,0,1,0,1,year,129
cus_SlYVu3Bf3uc7ap,1,7/29/2025,8,Tier 1,9,0,0,19,12,1,1,2,1,month,149
cus_TQIb34NmqKJX7J,1,11/14/2025,4,Tier 2,10,0,80,15,58,1,4,0,5,year,203
cus_LISmXgwLnKcoqP,1,3/10/2022,48,Tier 1,7,0,1,5,18,1,6,0,1,month,149
cus_QelKSe4EleiTGU,1,8/13/2024,19,Tier 2,14,0,23,20,43,0,0,4,3,month,290
cus_LYZS2fI32gkSit,1,4/22/2022,47,Tier 3,29,0,48,53,277,11,0,0,14,year,284.2
cus_M43eVziAlouDXF,1,7/15/2022,44,Tier 2,9,0,79,18,38,7,0,0,5,month,200
cus_SolVS3pmqdTn5F,1,8/6/2025,7,Tier 2,18,0,0,63,35,5,2,1,9,month,290
cus_SQx0hCORZtaNZ0,1,6/4/2025,9,Tier 3,42,0,34,58,68,9,55,0,11,month,319
cus_NDzbd8xH22pU7y,1,1/23/2023,38,Tier 1,10,0,0,8,8,0,8,5,1,month,149
cus_T7Fs9DrcxDD81m,1,9/24/2025,6,Tier 3,37,0,86,45,65,5,20,0,14,month,406
cus_LkVMr1mJ601f1s,1,5/24/2022,46,Tier 1,24,0,19,4,4,0,0,0,1,month,149
cus_Pj0TwGmnaPDOCD,1,3/12/2024,24,Tier 1,0,0,0,25,20,6,1,5,1,month,149
cus_Pec0Aak6QUWdzb,1,2/29/2024,25,Tier 2,8,0,20,40,49,2,0,0,7,month,290
cus_SzfiV26Hx3WAFJ,1,9/4/2025,6,Tier 3,16,0,126,49,105,17,8,0,12,month,348
cus_N1EoBurYclKsPE,1,12/21/2022,39,Tier 1,6,0,10,7,11,2,0,0,1,month,50
cus_TrYYm5GLCXIlIr,1,1/26/2026,2,Tier 2,6,0,17,62,57,0,15,0,9,month,290
cus_OTSZds0UJ3SWCf,1,8/18/2023,31,Tier 3,19,0,49,64,142,15,4,0,11,year,223.3
cus_TPtoQl2iBVQeQY,1,11/13/2025,4,Tier 3,23,0,73,84,153,7,17,0,21,month,550
cus_Np2k4RxYwUTeDo,1,5/2/2023,34,Tier 3,26,0,401,43,70,14,2,1,13,month,377
cus_SlrtNRRIZX8RiA,1,7/29/2025,8,Tier 3,16,0,119,48,103,11,35,1,12,month,348
cus_QZpKwVRGtdOiqY,1,7/31/2024,20,Tier 2,32,0,96,3,24,0,1,0,2,month,290
cus_TN15ArK8kM2J9l,2,11/6/2025,4,Tier 2,17,1,19,19,17,3,18,0,2,month,290
cus_StevNtCFzODhcq,1,8/19/2025,7,Tier 3,47,1,8,89,130,3,6,1,12,month,406
cus_NmraYeLpzsiS0D,2,4/26/2023,35,Tier 2,9,0,3,52,29,1,10,1,3,year,129
cus_SlrWvRowMOwXBs,1,7/29/2025,8,Tier 2,12,1,178,7,39,3,0,0,2,year,203
cus_M0i2D3bf5YUBfy,1,7/6/2022,44,Tier 3,16,0,2,247,154,13,2,5,29,month,841
cus_StJZfwKmSusQK8,1,8/18/2025,7,Tier 3,12,0,109,96,140,4,4,1,28,month,616
cus_NkTBcgZy4ByU58,1,4/20/2023,35,Tier 3,30,0,160,60,74,16,0,0,12,month,348
cus_LlFwtQ8MEAafm3,1,5/26/2022,46,Tier 3,29,0,5,86,53,12,15,9,11,month,319
cus_SgrHeKDidS6ANe,1,7/16/2025,8,Tier 2,8,0,62,21,43,3,1,0,6,month,290
cus_TXW2ycTJclIF3C,1,12/4/2025,3,Tier 1,5,0,0,25,5,2,13,3,1,month,149
cus_RI6pvcA3HYdyFx,1,11/26/2024,16,Tier 2,4,0,11,12,43,9,12,0,6,year,203
cus_Qki8W1ifaekDly,1,8/29/2024,19,Tier 3,20,0,101,65,128,17,1,0,17,month,493
cus_MQrY2VvP2FADbd,1,9/14/2022,42,Tier 4,29,54,1,1024,772,41,2,1,88,month,1672
cus_OyJuIDu9dYNFEd,1,11/9/2023,28,Tier 2,7,0,14,21,42,3,2,1,7,month,290
cus_POVbst2cXH60ft,1,1/17/2024,26,Tier 1,30,0,0,25,4,0,0,0,1,month,149
cus_QscqreKkPd9JfL,1,9/19/2024,18,Tier 1,6,0,8,8,5,0,2,5,1,month,149
cus_RYtn2vUkESqkIe,1,1/10/2025,9,Tier 2,10,0,1,62,92,1,4,0,2,month,298
cus_Of8LAfx3aydDAH,2,9/18/2023,30,Tier 3,13,0,66,61,133,37,1,1,14,month,348
cus_RUw43XGaTdUTgq,1,12/31/2024,15,Tier 2,8,0,23,18,29,1,10,0,4,month,290
cus_SlSndXMvlYDJoL,1,7/28/2025,8,Tier 2,20,0,68,9,20,2,0,0,3,month,290
cus_Q9iPCFdx0zhttb,1,5/22/2024,22,Tier 3,7,0,12,161,275,3,8,13,21,month,609
cus_TugXHk6kFbo7Yx,1,2/3/2026,1,Tier 2,18,0,11,37,30,3,0,0,6,month,290
cus_OFBQlIAZrSMswh,1,7/11/2023,32,Tier 3,17,0,75,54,77,8,5,5,16,month,464
cus_TsjClrw7dQVnDN,1,1/29/2026,2,Tier 2,10,0,3,30,44,4,3,0,7,month,290
cus_PhbBYKKC45alzP,1,3/8/2024,23,Tier 1,7,0,0,22,7,0,2,6,1,month,149
cus_ON8E1248IRwqsx,1,8/1/2023,31,Tier 1,10,0,18,5,7,1,0,0,1,month,149
cus_PDoOG746TecvdQ,1,12/20/2023,27,Tier 2,16,0,16,22,34,1,0,1,10,month,290
cus_PyR57PN6J9T9Ap,1,4/22/2024,23,Tier 3,35,0,112,69,105,5,2,0,12,month,348
cus_QxVfy8ZzlKgi0x,1,10/2/2024,17,Tier 2,11,0,49,30,62,2,0,0,9,year,203
cus_F8HMGjcsl5WNWH,1,4/25/2021,59,Tier 2,2,0,8,64,59,15,0,4,2,month,20
cus_O0nVJRkRPQjruA,1,6/3/2023,33,Tier 2,4,0,8,28,75,1,8,1,3,year,203
cus_TMDQX9lfIrOTHt,1,11/3/2025,4,Tier 1,7,0,28,3,22,1,8,0,1,month,149
cus_PAtmZVVas56tiW,1,12/12/2023,27,Tier 4,16,0,214,309,322,32,12,6,74,month,1406
cus_OMpJVuQ041wsmM,2,8/30/2023,31,Tier 2,3,0,6,50,76,9,0,0,3,month,290
cus_QvaC3GxLmETT17,1,9/27/2024,18,Tier 2,1,0,4,120,72,0,46,0,8,year,203
cus_PZcXmnlo6DRbil,1,2/16/2024,25,Tier 3,8,0,141,53,142,5,56,0,24,month,550
cus_U0dJB1gWi5UH7g,1,2/19/2026,1,Tier 2,7,0,14,42,36,3,19,1,6,month,290
cus_SHAGabQcrP5mhk,1,5/8/2025,10,Tier 2,6,0,25,19,21,5,3,0,3,month,290
cus_SavB0OKXimNJo3,1,6/30/2025,9,Tier 2,14,0,2,66,34,1,1,1,8,month,290
cus_PxGIClgV8mgQO2,1,4/19/2024,23,Tier 1,7,0,3,32,26,0,0,2,1,year,129
cus_RN1KxBgVwU1Bvd,1,12/10/2024,15,Tier 2,20,0,0,56,33,0,4,2,7,month,290
cus_QfBToQPCi1nHEN,1,8/14/2024,19,Tier 1,7,0,0,15,3,5,2,1,1,month,149
cus_IsyY8A8vpDmUXP,1,2/9/2021,61,Tier 3,0,6,164,93,228,6,2,2,19,month,550
cus_NZ64SmMBbPRnXW,1,3/21/2023,36,Tier 2,8,0,2,68,46,2,2,0,7,year,203
cus_SjCWVDp8QzN5lq,1,7/22/2025,8,Tier 3,30,0,7,148,57,17,3,9,15,month,550
cus_P3PblqCH3c1I2F,1,11/22/2023,28,Tier 2,7,0,5,35,31,2,5,6,6,month,290
cus_Q7RhLuEAfx5un2,1,5/16/2024,22,Tier 2,6,0,42,25,34,4,0,0,6,month,290
cus_SrrCjDE95RwGM6,1,9/13/2025,6,Tier 3,18,0,92,66,135,4,8,0,18,month,522
cus_RN5oUqrBto57K9,1,12/10/2024,15,Tier 2,15,0,37,26,40,0,0,0,8,month,290
cus_LTLZS8T6wQH8K2,1,4/8/2022,47,Tier 3,15,0,144,130,177,1,0,0,18,month,522
cus_PhFOMgs2GBmccR,1,3/8/2024,24,Tier 2,11,0,5,33,44,0,7,0,2,month,290
cus_Mx7W5FeaCX5tSA,1,12/9/2022,12,Tier 2,2,0,1,59,75,5,1,7,5,month,290
cus_PZLXXTWU3bZjj2,1,2/15/2024,25,Tier 2,10,0,5,38,45,0,11,1,2,year,203
cus_RyPvRX13wV9jco,1,3/19/2025,12,Tier 1,8,0,49,3,17,0,0,0,1,month,149
cus_SLEof95pzqsNnT,1,5/19/2025,10,Tier 2,16,0,26,21,19,1,0,0,2,year,203
cus_SOeRtbqn31Wa7t,1,5/28/2025,10,Tier 1,19,0,5,10,5,0,1,0,1,month,149
cus_L2yLRYfkqe2R5G,1,1/28/2022,50,Tier 2,11,0,10,38,26,1,2,2,5,year,203
cus_QRzU3Oo4HVxiKC,1,7/10/2024,20,Tier 3,7,0,42,87,132,0,24,3,12,month,348
cus_SB3vrjzfKcTd6s,1,4/22/2025,11,Tier 1,7,0,0,12,4,2,2,6,1,month,149
cus_TRNyiwAGebp4dn,1,11/17/2025,4,Tier 1,6,0,9,10,29,0,0,0,1,month,149
cus_OlrII9m7m7ujFC,1,10/6/2023,29,Tier 3,8,0,33,155,98,32,3,82,21,month,550
cus_MAp9i5pft7RpNz,1,8/4/2022,43,Tier 5,89,0,864,605,804,87,7,4,142,month,2414
cus_QniMe7QTuyCDCx,1,9/6/2024,18,Tier 2,1,0,0,54,41,6,17,1,5,month,290
cus_NZVJulys77s7SE,1,3/22/2023,36,Tier 1,7,0,17,3,4,0,4,0,1,month,149
cus_OMLfwEoleL3FpI,1,7/30/2023,32,Tier 2,6,0,15,19,38,5,3,0,5,year,203
